country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,age_group,house_size_groups
Rwanda,2016-01-01,Rural,True,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,1
Rwanda,2016-01-01,Rural,True,Female,Parent,Widowed,Primary education,Remittance Dependent,7,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Vocational/Specialised training,Farming and Fishing,6,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,1
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Married/Living together,No formal education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Widowed,Primary education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Urban,True,Male,Child,Single/Never Married,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Urban,True,Male,Other,Single/Never Married,Primary education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,5,2
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Other Income,3,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,6,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Secondary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,1,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,6,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Informally employed,2,1
Rwanda,2016-01-01,Urban,True,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,1,2
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,6,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,6,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,5,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,2
Rwanda,2016-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Urban,True,Female,Other,Single/Never Married,Secondary education,Remittance Dependent,1,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,7,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,6,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Formally employed Government,2,2
Rwanda,2016-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Remittance Dependent,5,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,3,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,6,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,2
Rwanda,2016-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Remittance Dependent,5,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing,3,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,7,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Formally employed Government,3,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,6,2
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Widowed,Primary education,Farming and Fishing,8,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Married/Living together,Primary education,Informally employed,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,4,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,4,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing,1,1
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government,3,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,2,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Primary education,Farming and Fishing,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,1,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Urban,True,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,1,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,1,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Self employed,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Primary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Secondary education,Formally employed Government,5,1
Rwanda,2016-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Self employed,3,3
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Self employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,4,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,8,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Primary education,Remittance Dependent,1,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed,2,1
Rwanda,2016-01-01,Urban,True,Female,Parent,Single/Never Married,Primary education,Informally employed,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,4,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Married/Living together,No formal education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,2
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Farming and Fishing,1,2
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,7,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,4,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,2
Rwanda,2016-01-01,Rural,True,Female,Child,Divorced/Seperated,Primary education,Informally employed,4,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,2
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,No formal education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Single/Never Married,Secondary education,Self employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Farming and Fishing,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,4,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,1
Rwanda,2016-01-01,Urban,True,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,1,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Self employed,2,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Widowed,Primary education,Farming and Fishing,7,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Tertiary education,Farming and Fishing,4,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Government Dependent,6,1
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Married/Living together,Primary education,Other Income,2,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Government Dependent,5,1
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Farming and Fishing,1,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,6,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,1,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Self employed,2,2
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Informally employed,4,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Remittance Dependent,8,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,4,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Self employed,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Primary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,7,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Single/Never Married,Primary education,Informally employed,3,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Self employed,6,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,1,3
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Urban,True,Female,Other,Single/Never Married,Primary education,Dont Know/Refuse to answer,1,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,1,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Government Dependent,8,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,3,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,2
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,1,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Government Dependent,6,1
Rwanda,2016-01-01,Rural,True,Female,Parent,Single/Never Married,Primary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,4,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Informally employed,1,1
Rwanda,2016-01-01,Urban,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Informally employed,1,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,4,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Informally employed,7,2
Rwanda,2016-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Informally employed,1,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,4,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,2
Rwanda,2016-01-01,Rural,True,Male,Child,Single/Never Married,Primary education,Self employed,1,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,5,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,2
Rwanda,2016-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Informally employed,2,1
Rwanda,2016-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,4,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,1
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,2,2
Rwanda,2016-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,2
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Secondary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Secondary education,Self employed,1,1
Tanzania,2017-01-01,Rural,True,Female,Parent,Divorced/Seperated,Secondary education,Self employed,3,2
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,2,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,3,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,2,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Married/Living together,Primary education,Informally employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Tertiary education,No Income,4,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Widowed,Vocational/Specialised training,Government Dependent,5,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Vocational/Specialised training,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Informally employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,5,1
Tanzania,2017-01-01,Rural,True,Female,Parent,Divorced/Seperated,Tertiary education,Formally employed Private,2,2
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Widowed,Vocational/Specialised training,Formally employed Private,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,5,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Married/Living together,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Tertiary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Secondary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Other,Married/Living together,Secondary education,No Income,1,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Married/Living together,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Self employed,6,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,No formal education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Self employed,6,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,7,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Married/Living together,Primary education,Informally employed,3,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Government Dependent,7,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,No Income,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Spouse,Single/Never Married,No formal education,Informally employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,No formal education,Self employed,5,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Married/Living together,Tertiary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Widowed,Tertiary education,Government Dependent,5,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,4,1
Tanzania,2017-01-01,Urban,True,Male,Parent,Married/Living together,Primary education,Self employed,3,2
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Other,Divorced/Seperated,Tertiary education,No Income,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Self employed,6,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Informally employed,4,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Secondary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Informally employed,3,1
